# fmn API schema — the AUTHORED layer (fm-vn6, plan §16.2 / §16.1)
#
# API_SCHEMA.tsv is extracted from the pinned Reference and regenerated by
# scripts/gen_api_schema.py; this file is its human-maintained companion and
# is EDITED BY HAND. Keeping them apart is the point: regenerating the
# bootstrap must never silently discard a ruling, and authoring a ruling must
# never require re-deriving 2276 rows of Reference surface.
#
# The effective schema is the two merged. fmn_conformance::schema is the
# reader; every generator consumes the merged form, so a row added here
# changes generated code and fails the drift gate until the code is
# regenerated. That is the mechanism behind "drift between the front doors is
# a build error" (§16.2).
#
# Section-tagged, tab-separated, std-parseable — no TOML/YAML/JSON dependency
# anywhere in the reader (the SUITE.lock doctrine).

[meta]
overlay_version	1
ledger_reviewed_digest	44dff7ad5943d2a58121c5e6d755142996e7e23052a9c2da8cc04add8659a7fc

# ---------------------------------------------------------------------------
# [canonical] — Appendix C ruling C-9: public-surface typos.
#
# "canonical names in the schema; exact-name aliases in fmn-python". The Rust
# front door and the docs use the canonical name and ONLY the canonical name;
# fmn-python binds BOTH, so a source-unedited manim scene calling
# `mob.add_event_listner(...)` keeps working while new code reads correctly.
# The alias is never deprecated away: it is the Reference's public surface and
# the product contract is API compatibility (AGENTS.md "Backwards
# Compatibility" names the manim surface as a standing exception to the
# no-shims rule).
#
# The plan's C-9 row names three examples. The extracted schema shows the real
# extent is 26 symbols and 2 parameters — `listner` is systematic across the
# whole event surface, not a one-off. Every one is listed; the count is the
# point, since a partial rename would be worse than none.
#
# reference_symbol	canonical_name	ruling	note
[canonical]
manimlib.event_handler.event_dispatcher:EventDispatcher.add_listner	add_listener	C-9	-
manimlib.mobject.mobject_update_utils:assert_is_mobject_method	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	asserts the argument is a bound Mobject method with the Reference's bare asserts
manimlib.mobject.mobject_update_utils:cycle_animation	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	drives a Python animation as a looping updater by forwarding cycle=True
manimlib.mobject.mobject_update_utils:f_always	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	registers a bound method as an updater whose arguments are generated each frame
manimlib.mobject.mobject_update_utils:turn_animation_into_updater	same	scripts/manim_ref/manimlib/mobject/mobject_update_utils.py	crates/fmn-python/tests/bridge.py	drives a Python interpolate_mobject animation as a persistent updater and pops it at completion unless cycling
manimlib.mobject.number_line:NumberLine	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	is the Line-subclass number axis over Atlas's native coords builder including constructor ticks
manimlib.mobject.number_line:NumberLine.__init__	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	builds the native axis, optional tip, and tick family from the Reference keyword surface
manimlib.mobject.number_line:NumberLine.add_numbers	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	hangs DecimalNumber labels through Atlas's native label builder and stores the group on .numbers
manimlib.mobject.number_line:NumberLine.add_ticks	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	adds a VGroup of get_tick children over get_tick_range including the longer-big-tick rule
manimlib.mobject.number_line:NumberLine.get_number_mobject	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	builds a DecimalNumber at n2p(x) using the line's direction, buff, and decimal_number_config
manimlib.mobject.number_line:NumberLine.get_tick	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	returns a short Line rotated onto the axis, seated at n2p(x), and match_styled to the parent
manimlib.mobject.number_line:NumberLine.get_tick_marks	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	returns the constructor or add_ticks tick VGroup stored on .ticks
manimlib.mobject.number_line:NumberLine.get_tick_range	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	reproduces the pure range arithmetic including the tip-occupied endpoint rule
manimlib.mobject.number_line:NumberLine.get_unit_size	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	measures live geometry length over the declared range width
manimlib.mobject.number_line:NumberLine.n2p	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	is the number_to_point abbreviation over live axis geometry
manimlib.mobject.number_line:NumberLine.number_to_point	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	interpolates the live start/end points across the declared numeric range
manimlib.mobject.number_line:NumberLine.p2n	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	is the point_to_number abbreviation over live axis geometry
manimlib.mobject.number_line:NumberLine.point_to_number	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	projects a point onto the live axis segment and maps the proportion back to the numeric range
manimlib.mobject.number_line:Slider	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	is the authored VGroup slider over Atlas's native tracker composition
manimlib.mobject.number_line:Slider.__init__	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	builds number_line, tip, and label parts and binds them to the live ValueTracker
manimlib.mobject.number_line:UnitInterval	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	is the NumberLine subclass spanning the unit interval with the Reference unit_size and tick defaults
manimlib.mobject.number_line:UnitInterval.__init__	same	scripts/manim_ref/manimlib/mobject/number_line.py	crates/fmn-python/tests/bridge.py	forwards the unit-interval range, unit_size, big ticks, and one-decimal config onto NumberLine
manimlib.mobject.numbers:DecimalNumber	improved	BN-08	crates/fmn-library/src/numbers.rs#tests	uses native glyph layout and bounded incremental updates
manimlib.mobject.numbers:DecimalNumber.__init__	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	builds the declared parameter surface over the native numbers shelf with BN-08 complex-mode flags and the shared rebuild seam
manimlib.mobject.numbers:DecimalNumber.char_to_mob	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	returns the cached Tex-or-Text template for a character through the Reference cache
manimlib.mobject.numbers:DecimalNumber.get_complex_formatter	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	composes the exact real-plus-signed-imaginary format string while general-complex formatting stays BN-08's refusal
manimlib.mobject.numbers:DecimalNumber.get_font_size	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	returns the live font size attribute including its scale side-effect updates
manimlib.mobject.numbers:DecimalNumber.get_formatter	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	composes the Reference format string from instance knobs with keyword overrides for sign commas places width and field name
manimlib.mobject.numbers:DecimalNumber.get_num_string	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	formats verbatim with comma grouping en-dash replacement negative-zero clamping integer collapse at zero places and hide-zero complex reductions
manimlib.mobject.numbers:DecimalNumber.get_tex	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	returns the maintained num_string exactly as the Reference's tex accessor
manimlib.mobject.numbers:DecimalNumber.get_value	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	returns the stored number preserving complex values as given
manimlib.mobject.numbers:DecimalNumber.increment_value	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	adds through set_value and preserves the fluent receiver
manimlib.mobject.numbers:DecimalNumber.interpolate	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	runs the family interpolation then lerps font size through the shared interpolation authority
manimlib.mobject.numbers:DecimalNumber.set_submobjects_from_number	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	rebuilds glyph children live through the native shelf recording value and num_string with donor style carried to glyphs only
manimlib.mobject.numbers:DecimalNumber.set_value	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	rebuilds in place across digit-count changes and reseats the fixed edge without identity loss
manimlib.mobject.numbers:Integer	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	is the authored DecimalNumber subclass with zero decimal places default and the Reference MRO
manimlib.mobject.numbers:Integer.__init__	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	routes the inherited parameter set natively and refuses unrouted keywords by name
manimlib.mobject.numbers:Integer.get_value	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	rounds half-to-even through numpy and returns an int
manimlib.mobject.numbers:char_to_cahced_mob	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	is the lru-cached template factory keeping the Reference spelling routing commands and i to Tex digits to Text
manimlib.mobject.numbers:lru_cache	same	scripts/manim_ref/manimlib/mobject/numbers.py	crates/fmn-python/tests/bridge.py	binds functools.lru_cache under the module namespace exactly as the Reference leaks it
manimlib.mobject.probability:BarChart	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	is an authored VGroup subclass over native line ticks, gradient-colored rectangle bars, and Scribe labels
manimlib.mobject.probability:BarChart.__init__	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	preserves the exact value series, geometry dimensions, tick configuration, gradient styling, and automatic max value derivation
manimlib.mobject.probability:BarChart.add_axes	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	builds the bounded coordinate axes, tick mark segments, and scaled Scribe labels along the y-axis
manimlib.mobject.probability:BarChart.add_bars	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	constructs the height-scaled rectangle bars with gradient color progression and optional label placement
manimlib.mobject.probability:BarChart.change_bar_values	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	updates bar heights to new values while maintaining bottom edge anchor positions
manimlib.mobject.probability:SampleSpace	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	is an authored Rectangle subclass over unit-probability geometry, division layouts, and subdivision braces
manimlib.mobject.probability:SampleSpace.__init__	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	preserves default dimensions, styling options, and label scale values
manimlib.mobject.probability:SampleSpace.add_braces_and_labels	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	attaches every ruled brace and label group retained by the divided parts
manimlib.mobject.probability:SampleSpace.add_label	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	retains the plain string label under the pinned attribute
manimlib.mobject.probability:SampleSpace.add_title	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	places the width-clamped title above the frame through native text and retains it
manimlib.mobject.probability:SampleSpace.complete_p_list	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	appends the exact remainder past the declared epsilon tolerance
manimlib.mobject.probability:SampleSpace.divide_horizontally	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	retains the horizontal division group on the instance after composing it
manimlib.mobject.probability:SampleSpace.divide_vertically	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	retains the vertical division group on the instance after composing it
manimlib.mobject.probability:SampleSpace.get_bottom_braces_and_labels	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	subdivides the retained vertical parts with downward braces and labels
manimlib.mobject.probability:SampleSpace.get_division_along_dimension	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	composes completed-probability gradient-colored SampleSpace parts stretched along one dimension from the shared edge
manimlib.mobject.probability:SampleSpace.get_horizontal_division	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	delegates the dimension-one division with the pinned default colors and downward direction
manimlib.mobject.probability:SampleSpace.get_side_braces_and_labels	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	asserts the horizontal parts then subdivides toward the declared side direction
manimlib.mobject.probability:SampleSpace.get_subdivision_braces_and_labels	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	pairs braces and scaled labels per part while retaining the re-runnable kwargs triple
manimlib.mobject.probability:SampleSpace.get_top_braces_and_labels	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	subdivides the retained vertical parts with upward braces and labels
manimlib.mobject.probability:SampleSpace.get_vertical_division	same	scripts/manim_ref/manimlib/mobject/probability.py	crates/fmn-python/tests/bridge.py	delegates the dimension-zero division with the pinned default colors and rightward direction
manimlib.mobject.shape_matchers:BackgroundRectangle	same	scripts/manim_ref/manimlib/mobject/shape_matchers.py	crates/fmn-python/tests/bridge.py	is an authored SurroundingRectangle subclass over Atlas geometry rather than an import-only generated shell
manimlib.mobject.shape_matchers:BackgroundRectangle.__init__	same	scripts/manim_ref/manimlib/mobject/shape_matchers.py	crates/fmn-python/tests/bridge.py	preserves camera-color default no-stroke plate style original opacity and configurable matcher buff
manimlib.mobject.shape_matchers:BackgroundRectangle.get_fill_color	same	scripts/manim_ref/manimlib/mobject/shape_matchers.py	crates/fmn-python/tests/bridge.py	returns the constructor's locked camera-background color independently of the internal black fill record
manimlib.mobject.shape_matchers:BackgroundRectangle.pointwise_become_partial	same	scripts/manim_ref/manimlib/mobject/shape_matchers.py	crates/fmn-python/tests/bridge.py	scales the retained original fill opacity by the requested upper partial bound
manimlib.mobject.shape_matchers:BackgroundRectangle.set_style	same	scripts/manim_ref/manimlib/mobject/shape_matchers.py	crates/fmn-python/tests/bridge.py	preserves the locked black no-stroke style while allowing only fill opacity to change
manimlib.mobject.shape_matchers:Cross	same	scripts/manim_ref/manimlib/mobject/shape_matchers.py	crates/fmn-python/tests/bridge.py	is an authored VGroup over Atlas's two native tapered arms and Marionette's authoritative live family extent
manimlib.mobject.shape_matchers:Cross.__init__	same	scripts/manim_ref/manimlib/mobject/shape_matchers.py	crates/fmn-python/tests/bridge.py	preserves target replacement geometry scalar or profiled stroke widths style overrides empty targets and bound adoption
manimlib.mobject.shape_matchers:SurroundingRectangle	same	scripts/manim_ref/manimlib/mobject/shape_matchers.py	crates/fmn-python/tests/bridge.py	is an authored Rectangle over Atlas's live family matcher with fixed-in-frame propagation
manimlib.mobject.shape_matchers:SurroundingRectangle.__init__	same	scripts/manim_ref/manimlib/mobject/shape_matchers.py	crates/fmn-python/tests/bridge.py	preserves exact buff color empty-family live-extent and fixed-in-frame construction semantics
